ID,Name,Category,Count,Colors (HEX),Moods,Aesthetics
ivory-horizon-3,Ivory Horizon 3,Procedural Abstract,9,"#e6dfebff, #ccc1d9ff, #ada3c7ff, #8b86b5ff, #686aa3ff, #535d88ff, #414f6bff, #2e3e4dff, #1c292fff",procedural,abstract
ivory-mist,Ivory Mist,Procedural Vintage,9,"#480804ff, #751306ff, #a32309ff, #d0380bff, #f25619ff, #f48146ff, #f7a774ff, #f9c8a1ff, #fce5ceff",procedural,vintage
ivory-pulse,Ivory Pulse,Procedural Vintage,9,"#deece4ff, #bfdbc3ff, #a7caa0ff, #9bb981ff, #97a862ff, #8d8a4eff, #6e5d3dff, #50382cff, #311c1bff",procedural,vintage
ivory-shift-2,Ivory Shift 2,Procedural Cosmic,9,"#ceecfcff, #a1def9ff, #74d3f6ff, #47cdf4ff, #1ac9f1ff, #0cb3cfff, #0993a2ff, #066f75ff, #044748ff",procedural,cosmic
ivory-zenith-2,Ivory Zenith 2,Procedural Abstract,9,"#371527ff, #5a2249ff, #7c2f72ff, #9b3c9fff, #a64fbcff, #a972c9ff, #b394d6ff, #c4b7e3ff, #dcdaf0ff",procedural,abstract
lemon-signal-matrix,Lemon Signal Matrix,Yellow & Interface,9,"#18140aff, #854d0eff, #ca8a04ff, #facc15ff, #fef08aff, #fefce8ff, #ffffffff, #334155ff, #e2e8f0ff","yellow, bright","Signal, Interface"
light-canvas,Light Canvas,Procedural Organic,9,"#400c38ff, #681360ff, #901b8bff, #b823b8ff, #cf33d8ff, #d15be0ff, #d783e7ff, #e1abefff, #edd4f6ff",procedural,organic
lilac-frost-matrix,Lilac Frost Matrix,Purple & Airy,9,"#1e1b4bff, #312e81ff, #4f46e5ff, #7c3aedff, #a78bfaff, #c4b5fdff, #ddd6feff, #ede9feff, #f8fafcff","purple, airy","Lilac, Frost"
linen-weave,Linen Weave,Textiles,9,"#451a03ff, #78350fff, #92400eff, #b45309ff, #d97706ff, #f59e0bff, #fbbf24ff, #fcd34dff, #fde68aff","minimal, warm",Textiles
liquid-logic-2,Liquid Logic 2,Procedural Atmospheric,9,"#faf1d0ff, #f7f0a4ff, #e9f378ff, #c9ef4cff, #9deb20ff, #66ca11ff, #3a9e0dff, #197209ff, #064606ff",procedural,atmospheric
liquid-shadow-2,Liquid Shadow 2,Procedural Tech,9,"#1d282fff, #2f3e4cff, #42536aff, #546587ff, #6977a2ff, #878eb4ff, #a4a7c6ff, #c2c2d9ff, #e0dfebff",procedural,tech
liquid-spectrum-2,Liquid Spectrum 2,Procedural Vintage,9,"#123e0eff, #17651bff, #208b33ff, #29b253ff, #3ad17cff, #60daa5ff, #87e3c7ff, #aeece1ff, #d5f5f3ff",procedural,vintage
liquid-storm,Liquid Storm,Procedural Urban,9,"#e2feccff, #bffe9cff, #93fe6dff, #5ffd3dff, #23fd0eff, #01da01ff, #01ab0fff, #007b16ff, #004c14ff",procedural,urban
lunar-abyss-4,Lunar Abyss 4,Procedural Tech,9,"#1e212eff, #31364aff, #444a67ff, #575d84ff, #6c729eff, #898db1ff, #a6a8c4ff, #c3c4d7ff, #e0e0eaff",procedural,tech
lunar-echo,Lunar Echo,Procedural Atmospheric,9,"#d6f4d7ff, #b1e9b8ff, #8bdf9eff, #66d58bff, #40cb7eff, #2fac75ff, #248766ff, #1a6152ff, #103c37ff",procedural,atmospheric
lunar-mist,Lunar Mist,Procedural Urban,9,"#474404ff, #637407ff, #6ba10aff, #63cd0eff, #4fef1cff, #50f248ff, #75f589ff, #a2f8c1ff, #cffbe7ff",procedural,urban
lunar-shift-3,Lunar Shift 3,Procedural Sci-Fi,9,"#2d1d2eff, #49304bff, #644369ff, #7f5586ff, #976ba0ff, #aa88b3ff, #bea5c5ff, #d3c2d8ff, #e8dfebff",procedural,sci-fi
lunar-spectrum,Lunar Spectrum,Procedural Minimalist,9,"#cceafeff, #9dd7fdff, #6ec5fcff, #3fb3fbff, #10a1fbff, #0388d8ff, #026ba9ff, #024e7aff, #01304bff",procedural,minimalist
lunar-state,Lunar State,Procedural Vintage,9,"#420942ff, #68106cff, #8b1695ff, #ab1cbfff, #c22cdfff, #c855e5ff, #d07fecff, #dca8f2ff, #ebd2f8ff",procedural,vintage
magnetic-field,Magnetic Field,Scientific Theory,9,"#073244ff, #0c406fff, #11409aff, #1532c5ff, #2824e6ff, #6f50ebff, #a77bf0ff, #d2a6f5ff, #efd1f9ff",expressive,scientific
marrakech-clay,Marrakech Clay,Urban,9,"#450a0aff, #7f1d1dff, #991b1bff, #b91c1cff, #dc2626ff, #ef4444ff, #f87171ff, #fca5a5ff, #fecacaff","earthy, rich",North African
midnight-current-2,Midnight Current 2,Procedural Atmospheric,9,"#123927ff, #1e5e31ff, #298231ff, #44a635ff, #72c347ff, #a4cf6bff, #cadb90ff, #e6e6b4ff, #f2ecd8ff",procedural,atmospheric
midnight-geometry-2,Midnight Geometry 2,Procedural Organic,9,"#00154cff, #00087cff, #1900abff, #4f00dbff, #970dfeff, #d43cfeff, #fe6cfeff, #fe9ceaff, #fecce9ff",procedural,organic
midnight-horizon,Midnight Horizon,Procedural Tech,9,"#470534ff, #730869ff, #920ba0ff, #980eccff, #8e1deeff, #8549f1ff, #8b76f5ff, #a2a4f8ff, #cfd8fbff",procedural,tech
midnight-logic,Midnight Logic,Procedural Industrial,9,"#d4f6e4ff, #aceed9ff, #84e6dbff, #5cd3deff, #35a8d6ff, #246fb7ff, #1c408fff, #141d67ff, #110c3fff",procedural,industrial
midnight-mist-2,Midnight Mist 2,Procedural Sci-Fi,9,"#113a28ff, #1d5f52ff, #287d83ff, #3382a8ff, #457bc6ff, #6a7ad1ff, #968edcff, #c5b3e7ff, #e8d7f3ff",procedural,sci-fi
midnight-oasis,Midnight Oasis,Procedural Cinematic,9,"#164606ff, #17720aff, #0e9d0fff, #12c92cff, #20eb58ff, #4cee8eff, #78f2baff, #a4f6dbff, #d0faf2ff",procedural,cinematic
midnight-oasis-2,Midnight Oasis 2,Procedural Tech,9,"#d7dcf3ff, #b1c0e9ff, #8ca9deff, #6797d4ff, #4189c9ff, #307babff, #256986ff, #1b5161ff, #10363bff",procedural,tech
midnight-zone,Midnight Zone,Abyssal Depths,9,"#031f48ff, #061e76ff, #080ea3ff, #260ad0ff, #5e18f2ff, #9d46f5ff, #cd73f7ff, #eda1faff, #fccefaff",expressive,abyssal
modern-flame,Modern Flame,Procedural Atmospheric,9,"#0b413fff, #126869ff, #198a92ff, #20a9bbff, #30bedbff, #59c4e2ff, #82cde9ff, #aadaf0ff, #d3eaf7ff",procedural,atmospheric
modern-geometry,Modern Geometry,Procedural Cinematic,9,"#414803ff, #627606ff, #7da308ff, #90d10aff, #9cf318ff, #a2f546ff, #aff773ff, #c2faa1ff, #dcfcceff",procedural,cinematic
modern-realm,Modern Realm,Procedural Vintage,9,"#133834ff, #205b57ff, #2c7f7dff, #399fa2ff, #4cb7bfff, #6fc0ccff, #92ccd8ff, #b5dbe5ff, #d9ebf1ff",procedural,vintage
modern-state,Modern State,Procedural Cosmic,9,"#1e2e2cff, #314a47ff, #446761ff, #57847bff, #6d9e92ff, #8ab1a6ff, #a6c4bbff, #c3d7d0ff, #e0eae6ff",procedural,cosmic
mossy-bark,Mossy Bark,Natural,9,"#064e3bff, #059669ff, #10b981ff, #34d399ff, #6ee7b7ff, #451a03ff, #78350fff, #92400eff, #b45309ff",natural,Natural
muted-core,Muted Core,Procedural Sci-Fi,9,"#2e4308ff, #4a6d0eff, #659813ff, #80c219ff, #98e328ff, #aae852ff, #beee7dff, #d2f3a7ff, #e7f9d1ff",procedural,sci-fi
muted-matrix,Muted Matrix,Procedural Organic,9,"#1a1833ff, #2d2854ff, #423774ff, #594794ff, #745bb0ff, #947bc0ff, #b19bcfff, #ccbcdfff, #e6dceeff",procedural,organic
muted-pastels,Muted Pastels,Soft & Pastel,9,"#6b705cff, #a5a58dff, #b7b7a4ff, #ffe8d6ff, #ddbea9ff, #cb997eff, #b7b7a4ff, #c2b280ff, #d2b48cff",comprehensive,Soft
mystic-flame-3,Mystic Flame 3,Procedural Natural,9,"#1b2730ff, #2d3f4fff, #3e576dff, #4f6f8cff, #6486a7ff, #829db8ff, #a1b5c9ff, #bfccdbff, #dee5ecff",procedural,natural
mystic-geometry-3,Mystic Geometry 3,Procedural Atmospheric,9,"#ead9f1ff, #cdb6e4ff, #a893d7ff, #7a70caff, #4d57beff, #3a57a0ff, #2e537dff, #21475aff, #143337ff",procedural,atmospheric
mystic-glow,Mystic Glow,Procedural Minimalist,9,"#26321aff, #44512aff, #68703bff, #908e4bff, #ab9c60ff, #bba57fff, #ccb39eff, #dcc7beff, #eddfddff",procedural,minimalist
mystic-glow-2,Mystic Glow 2,Procedural Natural,9,"#4b4400ff, #7a7b00ff, #97aa01ff, #a9da01ff, #adfd0eff, #a8fd3dff, #adfe6dff, #bdfe9cff, #d7feccff",procedural,natural
mystic-shift-4,Mystic Shift 4,Procedural Sci-Fi,9,"#2b2f1cff, #474d2eff, #656b40ff, #848952ff, #a1a467ff, #b6b585ff, #c8c6a3ff, #dad7c1ff, #ebe9dfff",procedural,sci-fi
mystic-spectrum,Mystic Spectrum,Purple & Mystical,9,"#120018ff, #240046ff, #3c096cff, #5a189aff, #7b2cbfff, #9d4eddff, #c77dffff, #e0aaffff, #fff0ffff","purple, mystical","Mystic, Spectrum"
mystic-state-3,Mystic State 3,Procedural Vintage,9,"#f3e1d7ff, #e9c0b1ff, #df9b8cff, #d57166ff, #ca4341ff, #ac2f38ff, #862534ff, #611a2bff, #3b101eff",procedural,vintage
nebula-orchid-matrix,Nebula Orchid Matrix,Purple & Cosmic,9,"#080012ff, #18002fff, #2f075eff, #5a189aff, #8f2fd1ff, #c026d3ff, #e879f9ff, #f5d0feff, #fdf4ffff","purple, cosmic","Nebula, Orchid"
neon-bloom,Neon Bloom,Procedural Atmospheric,9,"#1a1438ff, #20215bff, #2d3e7eff, #3964a2ff, #4c92bfff, #6fbacbff, #92d8d7ff, #b6e5dbff, #d9f1e7ff",procedural,atmospheric
neon-matrix-3,Neon Matrix 3,Procedural Minimalist,9,"#053947ff, #084a73ff, #0c4da0ff, #0f41ccff, #1d30eeff, #574af1ff, #9676f4ff, #c7a3f8ff, #e9cffbff",procedural,minimalist
obsidian-circuit-matrix,Obsidian Circuit Matrix,Black & Technical,9,"#030304ff, #0a0a0fff, #12121aff, #1f2937ff, #374151ff, #4b5563ff, #9ca3afff, #d1d5dbff, #f3f4f6ff","black, technical","Circuit, Developer"
obsidian-core,Obsidian Core,Procedural Urban,9,"#d5ddf5ff, #aebfecff, #87a3e3ff, #6088daff, #396fd1ff, #295cb2ff, #204b8bff, #173865ff, #0e233eff",procedural,urban
obsidian-edge-2,Obsidian Edge 2,Procedural Sci-Fi,9,"#ecf4d6ff, #dbeab0ff, #cae08aff, #bad764ff, #aacd3eff, #90ae2dff, #718823ff, #526219ff, #333c0fff",procedural,sci-fi
obsidian-vibe,Obsidian Vibe,Procedural Vintage,9,"#cff9fbff, #a3f7ecff, #77f3cdff, #4bf0a1ff, #1fec67ff, #10cb33ff, #0d9e0fff, #1a7209ff, #1b4605ff",procedural,vintage
ocean-bloom,Ocean Bloom,Procedural Atmospheric,9,"#420a18ff, #6b1141ff, #94177dff, #ae1ebdff, #9c2dddff, #8857e4ff, #8780eaff, #a9b8f1ff, #d2e5f8ff",procedural,atmospheric
ocean-glow-2,Ocean Glow 2,Procedural Urban,9,"#343418ff, #554927ff, #755736ff, #965d45ff, #b25f59ff, #c17a85ff, #d09ab0ff, #dfbbd2ff, #eedcecff",procedural,urban
ocean-pulse-2,Ocean Pulse 2,Procedural Organic,9,"#f7d3f6ff, #f0aae0ff, #ea81bcff, #e35889ff, #dc2f48ff, #bc281fff, #933918ff, #6a3b11ff, #41300aff",procedural,organic
ocean-spark-5,Ocean Spark 5,Procedural Cinematic,9,"#ebdfe9ff, #d8c2d2ff, #c6a5b7ff, #b38799ff, #a16a77ff, #865459ff, #694442ff, #4c3630ff, #2e241dff",procedural,cinematic
ocean-void,Ocean Void,Procedural Cosmic,9,"#0a422dff, #106c38ff, #169535ff, #1cbf25ff, #45df2cff, #85e556ff, #b8eb7fff, #ddf2a9ff, #f4f8d2ff",procedural,cosmic
ocean-whisper,Ocean Whisper,Procedural Industrial,9,"#391219ff, #5d1e29ff, #812a39ff, #a53648ff, #c3485bff, #cf6c7bff, #da909bff, #e6b4bbff, #f2d8dcff",procedural,industrial
ocean-whisper-3,Ocean Whisper 3,Procedural Organic,9,"#142b38ff, #20465bff, #2d617eff, #3a7ca1ff, #4c96bfff, #6fabcbff, #93bfd8ff, #b6d4e4ff, #d9e9f1ff",procedural,organic
olive-oil,Olive Oil,Culinary,9,"#14532dff, #166534ff, #15803dff, #16a34aff, #22c55eff, #4ade80ff, #86efacff, #bbf7d0ff, #dcfce7ff","minimal, warm",Culinary
orchid-bloom,Orchid Bloom,Tropical Pulse,9,"#07440dff, #0c6f28ff, #119a50ff, #15c586ff, #24e6c3ff, #50ebebff, #7bdbf0ff, #a6d8f5ff, #d1e3f9ff",expressive,tropical
orwellian-gloom,Orwellian Gloom,Literary Journeys,9,"#31281aff, #50482bff, #6f6d3cff, #858e4cff, #92aa61ff, #9dba80ff, #adcb9fff, #c2dcbeff, #ddeddeff",expressive,literary
pastel-aura-3,Pastel Aura 3,Procedural Abstract,9,"#17342aff, #265545ff, #357660ff, #44977bff, #57b495ff, #78c2aaff, #99d1bfff, #bae0d3ff, #dbefe8ff",procedural,abstract
pastel-bloom,Pastel Bloom,Procedural Industrial,9,"#382a13ff, #5c401fff, #80522cff, #a36038ff, #c06d4aff, #cd826eff, #d99b91ff, #e5b8b5ff, #f1d9d9ff",procedural,industrial
pastel-vibe,Pastel Vibe,Procedural Industrial,9,"#0c173fff, #142c67ff, #1c478fff, #2466b7ff, #348bd7ff, #5cacdeff, #84c8e6ff, #acdfeeff, #d4f1f6ff",procedural,industrial
pastel-whisper-4,Pastel Whisper 4,Procedural Cinematic,9,"#d1f9ddff, #a6f4b4ff, #7cef81ff, #5dea51ff, #4ee526ff, #52c417ff, #519912ff, #476f0dff, #334408ff",procedural,cinematic
pastel-zenith,Pastel Zenith,Procedural Tech,9,"#edebddff, #d9dcbeff, #bbcc9fff, #96bb80ff, #6aaa60ff, #4c8f53ff, #3b704eff, #2b5142ff, #1a312eff",procedural,tech
pastel-zenith-2,Pastel Zenith 2,Procedural Tech,9,"#1c3a11ff, #225f1cff, #27842fff, #32a950ff, #44c77bff, #69d2a7ff, #8eddcaff, #b2e8e4ff, #d7f0f3ff",procedural,tech
pearl-signal-matrix,Pearl Signal Matrix,White & Interface,9,"#1f2937ff, #6b7280ff, #d1d5dbff, #f3f4f6ff, #f9fafbff, #ffffffff, #bae6fdff, #2563ebff, #4f46e5ff","white, bright","Signal, Interface"
pegasus-feather,Pegasus Feather,Mythic Legends,9,"#41320bff, #696012ff, #889219ff, #92ba20ff, #90da31ff, #8de159ff, #96e982ff, #acf0abff, #d3f7d9ff",expressive,mythic
pop-vinyl,Pop Vinyl,Musical Rhythms,9,"#261339ff, #491f5dff, #752b81ff, #a436a0ff, #c249a7ff, #ce6da7ff, #da91afff, #e6b4c0ff, #f2d8daff",expressive,musical
porcelain-circuit-matrix,Porcelain Circuit Matrix,White & Technical,9,"#111827ff, #475569ff, #94a3b8ff, #cbd5e1ff, #e5e7ebff, #f1f5f9ff, #f8fafcff, #ffffffff, #e0f2feff","white, technical","Circuit, Developer"
prism-city,Prism City,Urban & Colorful,9,"#111827ff, #2563ebff, #facc15ff, #dc2626ff, #16a34aff, #a855f7ff, #38bdf8ff, #9ca3afff, #f9fafbff","urban, colorful","City, Transit"
quantum-mist,Quantum Mist,Procedural Vintage,9,"#3a1411ff, #5f201dff, #832c28ff, #a83633ff, #c64745ff, #d16a6aff, #dc8e8eff, #e7b3b4ff, #f3d7d8ff",procedural,vintage
quantum-realm-2,Quantum Realm 2,Procedural Natural,9,"#0d3e1dff, #166629ff, #1e8d30ff, #27b433ff, #37d439ff, #66dc5fff, #93e486ff, #bbedadff, #def5d5ff",procedural,natural
quantum-shadow,Quantum Shadow,Procedural Cinematic,9,"#301c2bff, #4e2d3fff, #6d3f4dff, #8b5056ff, #a66d65ff, #b79583ff, #c9b8a2ff, #dad5c0ff, #ececdeff",procedural,cinematic
quantum-state-3,Quantum State 3,Procedural Minimalist,9,"#f8e4d2ff, #f2dba9ff, #ebe17fff, #d4e556ff, #a3df2cff, #65bf1cff, #339516ff, #116c10ff, #0a4215ff",procedural,minimalist
radiant-abyss,Radiant Abyss,Procedural Organic,9,"#e0d1f9ff, #c4a7f3ff, #aa7deeff, #9052e8ff, #7728e3ff, #6319c2ff, #4f1398ff, #3a0e6eff, #240843ff",procedural,organic
radiant-aura,Radiant Aura,Procedural Natural,9,"#19332bff, #29533fff, #39734dff, #489257ff, #5dae5eff, #86be7dff, #acce9dff, #cddebcff, #e8eedcff",procedural,natural
radiant-current,Radiant Current,Procedural Urban,9,"#12203aff, #1e265eff, #2f2982ff, #5435a6ff, #8447c4ff, #b16bd0ff, #d48fdbff, #e7b4e1ff, #f2d8eaff",procedural,urban
radiant-geometry,Radiant Geometry,Procedural Natural,9,"#1a4b01ff, #0e7a01ff, #02a918ff, #03d851ff, #10fb9dff, #3ffbdcff, #6ef2fcff, #9de0fdff, #cce3feff",procedural,natural
radiant-zenith,Radiant Zenith,Procedural Vintage,9,"#303417ff, #555426ff, #766735ff, #977444ff, #b47b57ff, #c28678ff, #d1999aff, #e0bac2ff, #efdbe3ff",procedural,vintage
rainforest,Rainforest,Nature & Elemental,9,"#004b23ff, #006400ff, #007200ff, #008000ff, #38b000ff, #70e000ff, #9ef01aff, #ccff33ff, #e5ff00ff","comprehensive, nature",Nature
retro-future,Retro Future,Retro Gaming & Pop Culture,9,"#0f172aff, #1e293bff, #334155ff, #475569ff, #64748bff, #94a3b8ff, #cbd5e1ff, #e2e8f0ff, #f1f5f9ff","retro, gaming, pop-culture",Retro Gaming & Pop Culture
rose-quartz,Rose Quartz,Minerals,9,"#4c0519ff, #881337ff, #9f1239ff, #be123cff, #e11d48ff, #f43f5eff, #fb7185ff, #fda4afff, #fecdd3ff","minerals, professional",Modern
ruby-ledger-matrix,Ruby Ledger Matrix,Red & Professional,9,"#1f0a0cff, #3b0d11ff, #7f1d1dff, #b91c1cff, #dc2626ff, #f97316ff, #fb923cff, #fed7aaff, #fff1e6ff","red, professional","Finance, Reports"
rustic-canvas,Rustic Canvas,Procedural Cosmic,9,"#f0e4daff, #e3d5b8ff, #d5d295ff, #b7c873ff, #8bba51ff, #5a9d3eff, #347b30ff, #23592eff, #153624ff",procedural,cosmic
rustic-void,Rustic Void,Procedural Vintage,9,"#eafbcfff, #c2f8a2ff, #86f576ff, #49f15bff, #1cee65ff, #0ecd7dff, #0ba085ff, #086d73ff, #053347ff",procedural,vintage
sapphire-ledger-matrix,Sapphire Ledger Matrix,Blue & Professional,9,"#0a2540ff, #12355bff, #1d4e89ff, #2563ebff, #2f80edff, #56ccf2ff, #93c5fdff, #dbeafeff, #f1f5f9ff","blue, professional","Finance, SaaS"
sapphire-vibe,Sapphire Vibe,Procedural Natural,9,"#f8e8d2ff, #f2caa9ff, #eba27fff, #e57155ff, #df372cff, #bf1c27ff, #95162fff, #6c102eff, #420924ff",procedural,natural
solar-bloom-2,Solar Bloom 2,Procedural Minimalist,9,"#e3ecdeff, #cfdac0ff, #c0c8a2ff, #b7b684ff, #a59866ff, #8a7251ff, #6c503fff, #4e332eff, #301c1dff",procedural,minimalist
solar-circuit-matrix,Solar Circuit Matrix,Yellow & Technical,9,"#171104ff, #422006ff, #854d0eff, #a16207ff, #ca8a04ff, #eab308ff, #fde047ff, #fef9c3ff, #fefce8ff","yellow, technical","Circuit, Developer"
solar-flare,Solar Flare,Vibrant & Pop,9,"#000814ff, #001d3dff, #003566ff, #ffc300ff, #ffd60aff, #ffea00ff, #fff200ff, #ffff00ff, #ffff33ff",comprehensive,Vibrant
solar-flare-heat,Solar Flare Heat,Cosmos,9,"#451a03ff, #78350fff, #92400eff, #b45309ff, #d97706ff, #f59e0bff, #fbbf24ff, #fcd34dff, #fde68aff","cosmos, professional",Modern
solar-gaze-2,Solar Gaze 2,Procedural Urban,9,"#14372cff, #215a52ff, #2e797dff, #3b88a0ff, #4e8ebdff, #7193caff, #94a1d7ff, #b6b7e4ff, #ddd9f1ff",procedural,urban
solar-gaze-4,Solar Gaze 4,Procedural Abstract,9,"#43082eff, #6d0e60ff, #8d1497ff, #8f19c2ff, #8229e2ff, #7a53e8ff, #827dedff, #a7b4f3ff, #d1e1f9ff",procedural,abstract
solar-spectrum,Solar Spectrum,Procedural Urban,9,"#d1f9d7ff, #a7f3c6ff, #7ceec8ff, #52e9dcff, #27c4e3ff, #187bc3ff, #133e98ff, #0d156eff, #130843ff",procedural,urban
solar-whisper,Solar Whisper,Procedural Cinematic,9,"#183428ff, #275544ff, #367662ff, #459682ff, #58b2a1ff, #79c1b7ff, #9ad0ccff, #bbdfdfff, #dceeeeff",procedural,cinematic
stellar-dust,Stellar Dust,Procedural Abstract,9,"#37400bff, #516913ff, #64911aff, #70b922ff, #76d932ff, #83e05aff, #97e883ff, #b2efabff, #d3f7d4ff",procedural,abstract
stellar-shadow-3,Stellar Shadow 3,Procedural Industrial,9,"#e2ecdeff, #c3dbbfff, #a1caa3ff, #82b98fff, #63a77fff, #4f8c73ff, #3d6e63ff, #2c4f4eff, #1b2d30ff",procedural,industrial
sunset-sands,Sunset Sands,Nature & Elemental,9,"#001219ff, #005f73ff, #0a9396ff, #94d2bdff, #e9d8a6ff, #ee9b00ff, #ca6702ff, #bb3e03ff, #ae2012ff","comprehensive, nature, warm",Nature
swimming-pool,Swimming Pool,Athletic Edge,9,"#461905ff, #723c09ff, #9f6d0cff, #cbad10ff, #e8ec1eff, #cff04bff, #c4f477ff, #c8f7a3ff, #dbfbcfff",expressive,athletic
synth-aesthetic-2,Synth Aesthetic 2,Procedural Cinematic,9,"#ebdeecff, #d2bfdbff, #b2a0caff, #8b81b9ff, #6267a8ff, #4e618dff, #3d586eff, #2c4850ff, #1b3130ff",procedural,cinematic
synth-aura,Synth Aura,Procedural Organic,9,"#dbe9efff, #b9dae1ff, #97d0d3ff, #75c5c1ff, #54b7a6ff, #409b81ff, #32795dff, #24573dff, #163522ff",procedural,organic
synth-current,Synth Current,Procedural Industrial,9,"#431309ff, #6d0e16ff, #971441ff, #c11a7fff, #e129c9ff, #d453e7ff, #c17dedff, #c2a8f3ff, #d5d2f8ff",procedural,industrial
synth-logic,Synth Logic,Procedural Urban,9,"#440712ff, #6f0c26ff, #9b113fff, #c6155eff, #e62483ff, #eb4fa7ff, #f07ac6ff, #f5a5deff, #f9d1f1ff",procedural,urban
tangerine-signal-matrix,Tangerine Signal Matrix,Orange & Interface,9,"#231006ff, #7c2d12ff, #c2410cff, #ea580cff, #fb923cff, #fed7aaff, #fff7edff, #ffffffff, #111827ff","orange, bright","Signal, Interface"
telemetry-teal,Telemetry Teal,Modern Data Dashboards,9,"#134e4aff, #0f766eff, #0d9488ff, #14b8a6ff, #2dd4bfff, #5eead4ff, #99f6e4ff, #ccfbf1ff, #f0fdfaff","professional, clean",Data Visualization
tropical-paradise,Tropical Paradise,Thematic Collection,9,"#003049ff, #005f73ff, #0a9396ff, #94d2bdff, #e9d8a6ff, #ee9b00ff, #ca6702ff, #bb3e03ff, #ae2012ff",comprehensive,Thematic Collection
tulip-garden,Tulip Garden,Floral Fantasy,9,"#3d0f38ff, #63184eff, #89225aff, #af2b5bff, #ce3d57ff, #d86363ff, #e19989ff, #ebc5afff, #f4e6d6ff",expressive,floral
twilight-abyss,Twilight Abyss,Procedural Sci-Fi,9,"#452c07ff, #70330bff, #9b2a10ff, #c71418ff, #e82350ff, #ec4e93ff, #f17ac7ff, #f5a5e9ff, #f7d0faff",procedural,sci-fi
twilight-gaze,Twilight Gaze,Procedural Vintage,9,"#020e4aff, #030a78ff, #0f04a7ff, #2c05d5ff, #5913f8ff, #9041f9ff, #bc70fbff, #dd9efcff, #f3cdfdff",procedural,vintage
twilight-spark,Twilight Spark,Procedural Vintage,9,"#efdbe2ff, #e1bacfff, #d298c3ff, #c477c0ff, #a755b5ff, #7b4299ff, #523478ff, #322556ff, #181735ff",procedural,vintage
twilight-symphony,Twilight Symphony,Procedural Atmospheric,9,"#133739ff, #1f5c52ff, #2b805eff, #37a461ff, #4ac15dff, #74cd6dff, #a6d991ff, #cee5b5ff, #ebf2d8ff",procedural,atmospheric
urban-industrial,Urban Industrial,Professional & SaaS,9,"#212529ff, #343a40ff, #495057ff, #adb5bdff, #dee2e6ff, #f8f9faff, #ffc300ff, #d90429ff, #000814ff","comprehensive, professional",Professional
urban-realm-4,Urban Realm 4,Procedural Organic,9,"#1d2d2fff, #2f464cff, #425e6aff, #547387ff, #6986a1ff, #8799b4ff, #a4afc6ff, #c2c7d9ff, #dfe0ebff",procedural,organic
urban-spark,Urban Spark,Procedural Minimalist,9,"#054641ff, #096272ff, #0d669fff, #1057cbff, #1f3cecff, #5a4bf0ff, #a077f3ff, #d3a3f7ff, #f2cffbff",procedural,minimalist
urban-vibe,Urban Vibe,Procedural Urban,9,"#171e35ff, #253756ff, #345577ff, #437698ff, #569ab4ff, #77b7c3ff, #99cfd2ff, #bae0ddff, #dbefebff",procedural,urban
urban-wave-2,Urban Wave 2,Procedural Urban,9,"#342c17ff, #554626ff, #765f35ff, #977644ff, #b38b58ff, #c29f79ff, #d1b599ff, #e0cbbaff, #efe3dbff",procedural,urban
velvet-abyss,Velvet Abyss,Procedural Sci-Fi,9,"#fbcfe6ff, #f8a2dcff, #f576ddff, #f249ebff, #d91ceeff, #9d0ecdff, #650ba0ff, #390874ff, #1a0547ff",procedural,sci-fi
velvet-dawn,Velvet Dawn,Procedural Industrial,9,"#e2dfebff, #c4c1d9ff, #a4a5c7ff, #8690b5ff, #687fa2ff, #537088ff, #415f6aff, #2f494dff, #1d2f2eff",procedural,industrial
velvet-echo,Velvet Echo,Procedural Tech,9,"#eee4dcff, #dfccbbff, #d0b49bff, #c19c7aff, #b18459ff, #956c46ff, #755536ff, #543d27ff, #342618ff",procedural,tech
velvet-vanguard,Velvet Vanguard,Minimalist Portfolio & Marketing,9,"#4c0519ff, #881337ff, #9f1239ff, #be123cff, #e11d48ff, #f43f5eff, #fb7185ff, #fda4afff, #fecdd3ff","bold, romantic, energetic",Fashion Editorial
vernal-bloom,Vernal Bloom,Seasonal & Atmospheric,9,"#064e3bff, #065f46ff, #059669ff, #10b981ff, #34d399ff, #6ee7b7ff, #a7f3d0ff, #d1fae5ff, #f0fdf4ff","fresh, spring, vibrant","Spring, Nature"
vibrant-dream,Vibrant Dream,Procedural Cinematic,9,"#044047ff, #075f74ff, #0a77a1ff, #0d88ceff, #1b90f0ff, #4897f3ff, #75a5f6ff, #a2bbf8ff, #cfd8fbff",procedural,cinematic
vibrant-flame-3,Vibrant Flame 3,Procedural Atmospheric,9,"#33181fff, #54283dff, #743762ff, #95468fff, #a35ab0ff, #a67bc0ff, #b09bcfff, #c2bcdfff, #dcddeeff",procedural,atmospheric
vibrant-spectrum-3,Vibrant Spectrum 3,Procedural Abstract,9,"#471504ff, #741f07ff, #a1270aff, #ce2c0dff, #ef371bff, #f25948ff, #f57e75ff, #f8a5a2ff, #fbcfcfff",procedural,abstract
vintage-glow-2,Vintage Glow 2,Procedural Vintage,9,"#dfd8f2ff, #bfb4e6ff, #9e90dbff, #7b6ccfff, #5648c3ff, #3f35a5ff, #2e2a81ff, #1f1e5dff, #121339ff",procedural,vintage
